TransactionID,Date,CustomerID,Age,Gender,Location,ProductID,Category,Quantity, UnitPrice , Sales ,PaymentType,PromotionApplied,DiscountAmount,Total Amount,GiftWrap,Event,CustomerSatisfaction,ReturnFlag
4760,21-11-2020,402,52,Female,City_16,267,Electronics,2, $77.69 , $155.39 ,Credit Card,FALSE,15.53857321, $139.85 ,TRUE,Black Friday,3,TRUE
4761,17-11-2020,104,45,Other,City_3,258,Decorations,4, $34.24 , $136.98 ,Debit Card,TRUE,13.69772893, $123.28 ,TRUE,Black Friday,5,TRUE
4762,15-11-2023,405,21,Male,City_16,547,Toys,4, $25.96 , $103.84 ,Credit Card,TRUE,0, $103.84 ,FALSE,None,1,TRUE
4763,16-12-2018,439,67,Other,City_19,26,Toys,1, $93.36 , $93.36 ,Cash,FALSE,9.335952081, $84.02 ,FALSE,Black Friday,4,FALSE
4764,19-12-2020,197,31,Female,City_5,877,Food,4, $60.47 , $241.89 ,Credit Card,TRUE,0, $241.89 ,FALSE,None,5,TRUE
4765,21-12-2020,464,50,Other,City_6,603,Decorations,3, $10.69 , $32.08 ,Credit Card,TRUE,3.208406095, $28.88 ,FALSE,Black Friday,3,TRUE
4766,09-11-2020,98,37,Male,City_20,970,Toys,4, $51.56 , $206.23 ,Debit Card,TRUE,20.62329578, $185.61 ,TRUE,Black Friday,4,FALSE
4767,02-11-2019,223,29,Female,City_20,487,Clothing,1, $82.97 , $82.97 ,Credit Card,FALSE,8.297459923, $74.68 ,TRUE,Black Friday,2,FALSE
4768,18-12-2020,170,55,Other,City_1,439,Decorations,4, $85.63 , $342.53 ,Online Payment,FALSE,34.25314843, $308.28 ,TRUE,Black Friday,3,TRUE
4769,10-12-2023,313,59,Female,City_5,135,Clothing,3, $21.99 , $65.97 ,Debit Card,TRUE,0, $65.97 ,TRUE,Christmas Market,1,TRUE
4770,13-12-2018,236,56,Female,City_12,586,Decorations,4, $36.81 , $147.25 ,Online Payment,TRUE,0, $147.25 ,TRUE,Christmas Market,4,TRUE
4771,30-12-2021,176,49,Male,City_1,136,Clothing,2, $98.57 , $197.14 ,Debit Card,TRUE,0, $197.14 ,FALSE,None,4,TRUE
4772,27-12-2018,178,46,Other,City_2,299,Food,3, $51.03 , $153.08 ,Online Payment,FALSE,0, $153.08 ,TRUE,None,3,FALSE
4773,12-11-2020,340,46,Female,City_4,969,Clothing,3, $97.49 , $292.46 ,Credit Card,TRUE,0, $292.46 ,FALSE,Christmas Market,3,TRUE
4774,24-11-2019,238,52,Other,City_10,753,Decorations,3, $35.51 , $106.52 ,Online Payment,FALSE,10.65207244, $95.87 ,FALSE,Black Friday,1,TRUE
4775,07-11-2022,13,56,Male,City_17,87,Toys,3, $30.91 , $92.73 ,Online Payment,TRUE,0, $92.73 ,FALSE,None,2,FALSE
4776,04-12-2019,243,24,Female,City_12,711,Decorations,3, $39.97 , $119.90 ,Debit Card,TRUE,11.99005808, $107.91 ,TRUE,Black Friday,1,FALSE
4777,07-11-2022,296,69,Female,City_7,33,Toys,3, $88.96 , $266.87 ,Online Payment,TRUE,0, $266.87 ,TRUE,None,2,TRUE
4778,19-11-2019,355,55,Other,City_18,707,Toys,3, $11.93 , $35.78 ,Credit Card,TRUE,3.578434734, $32.21 ,TRUE,Black Friday,1,TRUE
4779,12-12-2020,494,44,Female,City_12,936,Food,1, $12.46 , $12.46 ,Credit Card,TRUE,1.245836385, $11.21 ,FALSE,Black Friday,1,FALSE
4780,13-12-2019,65,52,Other,City_14,481,Electronics,4, $17.84 , $71.37 ,Cash,TRUE,7.137135595, $64.23 ,TRUE,Black Friday,1,FALSE
4781,10-11-2018,92,64,Male,City_9,322,Clothing,2, $35.44 , $70.87 ,Cash,TRUE,0, $70.87 ,FALSE,None,1,FALSE
4782,04-12-2020,343,21,Male,City_4,701,Decorations,5, $79.32 , $396.60 ,Online Payment,TRUE,39.66027808, $356.94 ,FALSE,Black Friday,5,TRUE
4783,17-11-2021,128,27,Female,City_5,917,Electronics,3, $33.82 , $101.46 ,Cash,TRUE,10.1462884, $91.32 ,FALSE,Black Friday,3,FALSE
4784,17-11-2018,378,22,Other,City_19,588,Electronics,3, $47.71 , $143.13 ,Credit Card,TRUE,0, $143.13 ,FALSE,None,4,FALSE
4785,11-11-2021,175,33,Male,City_9,99,Decorations,2, $74.15 , $148.30 ,Online Payment,FALSE,14.8295385, $133.47 ,TRUE,Black Friday,4,TRUE
4786,08-12-2022,78,19,Other,City_6,724,Decorations,1, $67.01 , $67.01 ,Online Payment,TRUE,0, $67.01 ,FALSE,Christmas Market,2,FALSE
4787,15-12-2020,474,26,Female,City_16,450,Toys,2, $28.25 , $56.50 ,Debit Card,TRUE,5.650097605, $50.85 ,FALSE,Black Friday,5,FALSE
4788,29-12-2022,151,68,Other,City_1,183,Electronics,4, $67.80 , $271.22 ,Online Payment,FALSE,27.12155111, $244.09 ,TRUE,Black Friday,5,FALSE
4789,23-11-2022,334,49,Female,City_12,960,Food,4, $50.37 , $201.47 ,Credit Card,FALSE,20.1471238, $181.32 ,FALSE,Black Friday,2,TRUE
4790,11-11-2022,100,52,Male,City_9,841,Decorations,4, $78.43 , $313.72 ,Cash,TRUE,0, $313.72 ,FALSE,None,1,TRUE
4791,28-11-2019,256,55,Female,City_6,60,Decorations,1, $58.26 , $58.26 ,Credit Card,FALSE,5.826110729, $52.43 ,FALSE,Black Friday,4,TRUE
4792,03-12-2023,135,58,Other,City_19,261,Food,5, $18.57 , $92.87 ,Online Payment,FALSE,0, $92.87 ,FALSE,Christmas Market,3,FALSE
4793,05-12-2018,203,33,Other,City_16,262,Decorations,4, $28.11 , $112.46 ,Online Payment,FALSE,11.24573468, $101.21 ,FALSE,Black Friday,3,TRUE
4794,18-12-2021,129,21,Male,City_4,359,Electronics,1, $15.76 , $15.76 ,Debit Card,FALSE,0, $15.76 ,TRUE,Christmas Market,2,FALSE
4795,04-11-2019,48,21,Male,City_12,798,Decorations,2, $87.66 , $175.32 ,Debit Card,FALSE,0, $175.32 ,FALSE,None,3,TRUE
4796,10-11-2023,187,20,Other,City_2,825,Electronics,3, $75.38 , $226.13 ,Credit Card,FALSE,22.61324481, $203.52 ,TRUE,Black Friday,5,TRUE
4797,27-12-2021,139,59,Male,City_17,545,Decorations,2, $28.29 , $56.59 ,Online Payment,FALSE,5.658605985, $50.93 ,FALSE,Black Friday,5,FALSE
4798,14-11-2022,326,49,Male,City_11,262,Decorations,1, $98.85 , $98.85 ,Online Payment,TRUE,9.884912539, $88.96 ,TRUE,Black Friday,4,FALSE
4799,12-12-2019,183,47,Female,City_15,677,Toys,4, $96.02 , $384.09 ,Credit Card,TRUE,38.40914827, $345.68 ,TRUE,Black Friday,2,TRUE
4800,27-11-2018,362,35,Male,City_5,105,Toys,2, $40.08 , $80.17 ,Cash,FALSE,8.016562492, $72.15 ,TRUE,Black Friday,2,TRUE
4801,05-11-2020,451,54,Female,City_5,798,Decorations,4, $16.56 , $66.24 ,Cash,FALSE,6.624399853, $59.62 ,FALSE,Black Friday,5,FALSE
4802,22-11-2019,494,60,Male,City_16,362,Toys,3, $87.45 , $262.35 ,Credit Card,TRUE,0, $262.35 ,TRUE,Christmas Market,3,TRUE
4803,02-11-2022,141,43,Female,City_19,259,Food,5, $81.43 , $407.16 ,Credit Card,TRUE,0, $407.16 ,FALSE,Christmas Market,1,FALSE
4804,14-11-2021,216,47,Female,City_9,67,Food,4, $85.47 , $341.87 ,Credit Card,TRUE,0, $341.87 ,TRUE,None,2,TRUE
4805,27-12-2018,25,24,Female,City_7,318,Electronics,2, $84.26 , $168.52 ,Credit Card,TRUE,16.8524188, $151.67 ,FALSE,Black Friday,1,TRUE
4806,08-11-2020,75,33,Male,City_10,747,Clothing,3, $80.12 , $240.37 ,Online Payment,FALSE,24.03696676, $216.33 ,FALSE,Black Friday,2,FALSE
4807,02-12-2023,29,70,Other,City_6,916,Toys,5, $14.03 , $70.14 ,Credit Card,TRUE,7.013539637, $63.12 ,FALSE,Black Friday,4,FALSE
4808,14-11-2022,326,25,Male,City_3,336,Decorations,2, $12.44 , $24.88 ,Online Payment,TRUE,0, $24.88 ,FALSE,Christmas Market,2,FALSE
4809,28-11-2021,353,32,Female,City_8,558,Food,1, $45.04 , $45.04 ,Debit Card,FALSE,4.504061232, $40.54 ,TRUE,Black Friday,4,TRUE
4810,28-12-2023,169,59,Male,City_1,374,Clothing,3, $86.62 , $259.86 ,Online Payment,TRUE,25.98625007, $233.88 ,FALSE,Black Friday,2,FALSE
4811,03-12-2020,462,49,Other,City_11,895,Decorations,3, $25.99 , $77.96 ,Debit Card,FALSE,7.795937033, $70.16 ,FALSE,Black Friday,2,FALSE
4812,14-12-2021,144,68,Female,City_17,235,Decorations,5, $46.40 , $232.00 ,Debit Card,TRUE,0, $232.00 ,TRUE,Christmas Market,5,FALSE
4813,18-11-2023,362,53,Other,City_4,867,Decorations,4, $88.47 , $353.87 ,Debit Card,TRUE,0, $353.87 ,FALSE,Christmas Market,1,FALSE
4814,19-12-2020,166,62,Male,City_7,772,Decorations,3, $22.46 , $67.39 ,Cash,TRUE,6.739169847, $60.65 ,TRUE,Black Friday,4,TRUE
4815,17-12-2020,84,28,Male,City_20,849,Toys,5, $10.34 , $51.69 ,Debit Card,TRUE,0, $51.69 ,FALSE,None,4,FALSE
4816,06-12-2022,310,68,Other,City_8,416,Toys,4, $58.56 , $234.24 ,Online Payment,TRUE,0, $234.24 ,TRUE,None,4,FALSE
4817,12-11-2023,280,49,Other,City_4,165,Food,1, $31.83 , $31.83 ,Debit Card,TRUE,3.183409183, $28.65 ,TRUE,Black Friday,3,FALSE
4818,06-11-2019,422,58,Other,City_15,336,Food,3, $15.84 , $47.51 ,Cash,FALSE,4.750788265, $42.76 ,FALSE,Black Friday,1,FALSE
4819,05-12-2018,49,20,Female,City_1,563,Food,4, $61.62 , $246.48 ,Debit Card,TRUE,0, $246.48 ,TRUE,None,4,TRUE
4820,01-12-2023,434,43,Female,City_9,598,Decorations,5, $70.38 , $351.88 ,Cash,TRUE,0, $351.88 ,FALSE,Christmas Market,3,TRUE
4821,01-11-2021,104,41,Female,City_3,953,Food,3, $92.97 , $278.91 ,Online Payment,TRUE,0, $278.91 ,TRUE,Christmas Market,1,FALSE
4822,28-11-2018,76,51,Male,City_20,988,Toys,1, $96.17 , $96.17 ,Debit Card,FALSE,9.617454686, $86.56 ,TRUE,Black Friday,5,TRUE
4823,13-12-2020,334,21,Other,City_2,753,Food,3, $97.37 , $292.12 ,Debit Card,TRUE,0, $292.12 ,TRUE,Christmas Market,1,TRUE
4824,14-12-2021,412,37,Other,City_7,980,Clothing,5, $27.02 , $135.11 ,Cash,TRUE,0, $135.11 ,FALSE,Christmas Market,3,TRUE
4825,26-11-2023,90,67,Male,City_5,976,Food,3, $77.41 , $232.22 ,Online Payment,FALSE,23.2224907, $209.00 ,TRUE,Black Friday,5,TRUE
4826,12-11-2022,346,23,Female,City_15,82,Clothing,3, $73.38 , $220.14 ,Credit Card,FALSE,0, $220.14 ,TRUE,Christmas Market,3,FALSE
4827,23-11-2021,360,66,Male,City_19,946,Decorations,1, $83.65 , $83.65 ,Cash,FALSE,8.364883222, $75.28 ,TRUE,Black Friday,4,FALSE
4828,04-12-2018,388,40,Other,City_2,6,Electronics,3, $13.40 , $40.19 ,Debit Card,FALSE,0, $40.19 ,TRUE,None,2,TRUE
4829,08-11-2018,190,51,Female,City_16,178,Clothing,4, $66.46 , $265.85 ,Debit Card,FALSE,0, $265.85 ,FALSE,Christmas Market,2,TRUE
4830,16-12-2019,168,52,Male,City_4,189,Clothing,3, $59.08 , $177.23 ,Cash,FALSE,17.72313928, $159.51 ,FALSE,Black Friday,3,FALSE
4831,27-12-2020,411,70,Other,City_6,803,Clothing,4, $81.81 , $327.24 ,Cash,FALSE,0, $327.24 ,FALSE,None,2,FALSE
4832,23-11-2021,198,45,Female,City_15,113,Decorations,2, $65.11 , $130.21 ,Debit Card,TRUE,13.02131277, $117.19 ,TRUE,Black Friday,5,TRUE
4833,15-12-2022,245,67,Female,City_8,12,Electronics,1, $97.53 , $97.53 ,Cash,FALSE,9.752678652, $87.77 ,TRUE,Black Friday,3,FALSE
4834,26-12-2020,52,21,Male,City_15,148,Toys,3, $38.22 , $114.67 ,Credit Card,TRUE,0, $114.67 ,FALSE,None,2,FALSE
4835,02-11-2021,338,59,Other,City_2,986,Clothing,5, $47.29 , $236.45 ,Credit Card,FALSE,0, $236.45 ,FALSE,None,5,TRUE
4836,05-11-2019,437,20,Male,City_14,869,Clothing,2, $44.98 , $89.96 ,Cash,FALSE,0, $89.96 ,FALSE,None,1,FALSE
4837,25-12-2022,128,37,Male,City_11,987,Clothing,1, $58.30 , $58.30 ,Online Payment,FALSE,0, $58.30 ,FALSE,None,5,FALSE
4838,22-11-2018,381,26,Other,City_9,208,Toys,2, $34.28 , $68.55 ,Online Payment,TRUE,0, $68.55 ,FALSE,None,2,TRUE
4839,28-12-2019,331,35,Male,City_19,78,Food,4, $22.49 , $89.95 ,Credit Card,FALSE,0, $89.95 ,FALSE,Christmas Market,5,TRUE
4840,16-12-2023,500,58,Other,City_7,985,Decorations,1, $96.03 , $96.03 ,Online Payment,TRUE,0, $96.03 ,FALSE,None,4,FALSE
4841,22-11-2018,53,40,Other,City_6,161,Electronics,4, $20.30 , $81.21 ,Cash,FALSE,0, $81.21 ,TRUE,Christmas Market,5,FALSE
4842,09-11-2018,367,35,Male,City_4,216,Electronics,3, $76.30 , $228.90 ,Online Payment,FALSE,22.89030725, $206.01 ,FALSE,Black Friday,4,FALSE
4843,17-12-2019,69,57,Female,City_16,227,Electronics,4, $69.86 , $279.43 ,Cash,FALSE,27.94270721, $251.48 ,FALSE,Black Friday,4,TRUE
4844,25-12-2021,315,38,Female,City_6,938,Food,5, $25.00 , $125.01 ,Cash,TRUE,0, $125.01 ,TRUE,None,5,FALSE
4845,06-11-2018,212,29,Female,City_19,360,Decorations,5, $96.20 , $481.01 ,Online Payment,TRUE,48.10134931, $432.91 ,TRUE,Black Friday,1,TRUE
4846,04-12-2018,488,27,Female,City_18,594,Clothing,5, $38.91 , $194.56 ,Online Payment,TRUE,0, $194.56 ,FALSE,Christmas Market,2,TRUE
4847,08-12-2022,36,49,Male,City_5,748,Electronics,5, $76.89 , $384.46 ,Debit Card,FALSE,0, $384.46 ,FALSE,Christmas Market,3,TRUE
4848,16-11-2021,52,44,Female,City_18,135,Decorations,1, $28.84 , $28.84 ,Credit Card,TRUE,0, $28.84 ,TRUE,None,2,TRUE
4849,19-12-2020,41,64,Other,City_18,223,Electronics,2, $62.50 , $125.00 ,Credit Card,FALSE,12.50027454, $112.50 ,TRUE,Black Friday,5,TRUE
4850,21-11-2020,9,27,Male,City_4,947,Food,5, $27.15 , $135.76 ,Credit Card,TRUE,0, $135.76 ,TRUE,None,3,TRUE
4851,23-11-2020,52,62,Other,City_2,133,Electronics,2, $57.73 , $115.46 ,Cash,TRUE,11.54588706, $103.91 ,TRUE,Black Friday,4,TRUE
4852,07-12-2020,209,30,Female,City_6,445,Food,2, $55.12 , $110.23 ,Cash,FALSE,0, $110.23 ,TRUE,Christmas Market,4,FALSE
4853,13-12-2022,380,33,Other,City_13,726,Food,3, $39.57 , $118.70 ,Credit Card,FALSE,0, $118.70 ,FALSE,Christmas Market,3,TRUE
4854,13-12-2023,135,36,Other,City_19,565,Toys,4, $70.38 , $281.53 ,Credit Card,TRUE,28.15265596, $253.37 ,TRUE,Black Friday,2,TRUE
4855,05-12-2019,250,70,Male,City_11,81,Clothing,3, $21.74 , $65.22 ,Online Payment,TRUE,0, $65.22 ,FALSE,Christmas Market,5,FALSE
4856,08-11-2021,90,48,Other,City_9,86,Food,2, $31.14 , $62.29 ,Online Payment,TRUE,0, $62.29 ,FALSE,None,4,FALSE
4857,21-12-2018,70,30,Other,City_17,77,Electronics,1, $82.25 , $82.25 ,Debit Card,TRUE,0, $82.25 ,FALSE,Christmas Market,4,FALSE
4858,06-11-2019,96,26,Male,City_4,362,Decorations,1, $16.51 , $16.51 ,Online Payment,TRUE,0, $16.51 ,FALSE,None,2,TRUE
4859,06-12-2021,6,42,Male,City_1,587,Food,3, $54.86 , $164.59 ,Debit Card,TRUE,0, $164.59 ,FALSE,None,5,FALSE
4860,23-12-2023,137,44,Female,City_16,335,Decorations,2, $89.09 , $178.17 ,Online Payment,TRUE,0, $178.17 ,TRUE,None,1,FALSE
4861,13-12-2019,340,28,Female,City_17,829,Decorations,1, $50.25 , $50.25 ,Credit Card,TRUE,0, $50.25 ,TRUE,Christmas Market,4,TRUE
4862,21-11-2022,149,32,Male,City_16,56,Toys,4, $52.94 , $211.77 ,Credit Card,FALSE,0, $211.77 ,FALSE,None,2,FALSE
4863,31-12-2023,3,55,Female,City_6,103,Decorations,5, $37.31 , $186.57 ,Cash,TRUE,0, $186.57 ,TRUE,None,5,FALSE
4864,05-12-2018,309,40,Male,City_10,985,Food,1, $11.49 , $11.49 ,Credit Card,FALSE,0, $11.49 ,FALSE,None,4,TRUE
4865,11-11-2023,51,41,Other,City_18,4,Clothing,1, $15.60 , $15.60 ,Online Payment,FALSE,0, $15.60 ,FALSE,Christmas Market,5,FALSE
4866,05-11-2021,273,26,Other,City_10,608,Electronics,4, $78.81 , $315.24 ,Cash,FALSE,31.52392391, $283.72 ,FALSE,Black Friday,1,TRUE
4867,09-12-2022,9,58,Male,City_3,847,Electronics,2, $45.87 , $91.74 ,Cash,TRUE,0, $91.74 ,FALSE,None,2,TRUE
4868,20-11-2018,171,30,Male,City_6,724,Clothing,2, $84.88 , $169.76 ,Credit Card,FALSE,16.97573105, $152.78 ,FALSE,Black Friday,2,TRUE
4869,20-12-2022,296,59,Other,City_8,197,Electronics,2, $72.09 , $144.19 ,Credit Card,TRUE,14.41880943, $129.77 ,FALSE,Black Friday,3,FALSE
4870,08-11-2020,136,31,Other,City_7,258,Toys,5, $30.78 , $153.92 ,Credit Card,TRUE,15.39235334, $138.53 ,TRUE,Black Friday,1,FALSE
4871,27-12-2022,76,53,Female,City_7,340,Decorations,4, $79.60 , $318.39 ,Cash,TRUE,31.83875183, $286.55 ,TRUE,Black Friday,4,FALSE
4872,01-11-2019,369,57,Male,City_1,565,Food,2, $85.38 , $170.76 ,Credit Card,TRUE,17.07604903, $153.68 ,TRUE,Black Friday,1,FALSE
4873,28-12-2021,296,45,Other,City_1,360,Clothing,1, $68.41 , $68.41 ,Credit Card,FALSE,6.840626275, $61.57 ,FALSE,Black Friday,1,FALSE
4874,10-11-2019,222,44,Male,City_1,856,Decorations,3, $15.91 , $47.74 ,Online Payment,TRUE,0, $47.74 ,FALSE,Christmas Market,1,TRUE
4875,06-11-2020,400,31,Male,City_13,150,Toys,4, $24.50 , $98.00 ,Credit Card,FALSE,0, $98.00 ,FALSE,Christmas Market,1,FALSE
4876,20-12-2023,30,49,Male,City_7,254,Electronics,3, $22.48 , $67.43 ,Online Payment,FALSE,0, $67.43 ,TRUE,Christmas Market,1,FALSE
4877,30-11-2020,484,58,Male,City_11,392,Electronics,3, $42.38 , $127.15 ,Cash,TRUE,0, $127.15 ,TRUE,Christmas Market,3,TRUE
4878,29-11-2021,317,33,Male,City_1,517,Clothing,2, $36.34 , $72.67 ,Debit Card,TRUE,7.267192578, $65.40 ,TRUE,Black Friday,2,TRUE
4879,13-12-2018,398,46,Male,City_1,445,Clothing,4, $53.85 , $215.41 ,Online Payment,TRUE,0, $215.41 ,FALSE,None,5,TRUE
4880,11-12-2019,400,67,Male,City_9,214,Decorations,5, $16.21 , $81.04 ,Online Payment,TRUE,0, $81.04 ,FALSE,None,5,TRUE
4881,29-12-2022,56,60,Male,City_7,667,Clothing,2, $27.02 , $54.04 ,Debit Card,TRUE,0, $54.04 ,TRUE,None,1,FALSE
4882,19-11-2019,337,42,Female,City_4,839,Clothing,2, $64.44 , $128.89 ,Credit Card,FALSE,0, $128.89 ,FALSE,None,5,FALSE
4883,30-11-2021,162,64,Male,City_9,839,Food,2, $39.09 , $78.19 ,Debit Card,FALSE,0, $78.19 ,TRUE,None,3,FALSE
4884,07-11-2018,54,34,Female,City_3,150,Clothing,1, $97.34 , $97.34 ,Credit Card,FALSE,0, $97.34 ,TRUE,Christmas Market,2,FALSE
4885,21-12-2018,478,52,Female,City_16,939,Clothing,5, $80.98 , $404.91 ,Debit Card,TRUE,0, $404.91 ,FALSE,None,5,FALSE
4886,15-11-2023,259,26,Other,City_4,526,Decorations,5, $66.48 , $332.39 ,Online Payment,FALSE,0, $332.39 ,TRUE,None,2,TRUE
4887,10-11-2021,366,33,Male,City_19,16,Toys,3, $86.03 , $258.08 ,Online Payment,FALSE,0, $258.08 ,TRUE,None,5,TRUE
4888,23-11-2019,204,57,Female,City_19,567,Electronics,3, $88.84 , $266.51 ,Debit Card,FALSE,26.65069785, $239.86 ,TRUE,Black Friday,4,FALSE
4889,11-11-2019,83,28,Male,City_7,444,Toys,5, $67.09 , $335.45 ,Online Payment,FALSE,33.54488377, $301.90 ,FALSE,Black Friday,1,FALSE
4890,16-12-2023,26,30,Other,City_7,125,Clothing,2, $48.20 , $96.41 ,Online Payment,FALSE,0, $96.41 ,TRUE,None,2,FALSE
4891,19-11-2023,449,21,Male,City_15,270,Food,4, $90.00 , $360.01 ,Online Payment,TRUE,0, $360.01 ,FALSE,Christmas Market,1,TRUE
4892,01-11-2018,357,58,Other,City_19,40,Toys,4, $48.45 , $193.82 ,Cash,TRUE,0, $193.82 ,TRUE,None,1,FALSE
4893,07-12-2018,138,32,Female,City_7,527,Food,4, $83.90 , $335.59 ,Cash,TRUE,0, $335.59 ,TRUE,None,3,FALSE
4894,14-11-2021,257,58,Female,City_20,136,Food,5, $85.82 , $429.08 ,Credit Card,TRUE,42.9076219, $386.17 ,FALSE,Black Friday,5,FALSE
4895,22-12-2021,31,62,Other,City_9,44,Clothing,5, $98.54 , $492.72 ,Cash,FALSE,0, $492.72 ,FALSE,None,4,FALSE
4896,09-11-2019,276,39,Female,City_16,726,Clothing,3, $58.43 , $175.28 ,Credit Card,TRUE,0, $175.28 ,FALSE,None,2,FALSE
4897,07-12-2022,42,54,Other,City_6,489,Food,5, $35.70 , $178.52 ,Cash,FALSE,17.85245578, $160.67 ,TRUE,Black Friday,4,TRUE
4898,15-11-2018,465,33,Female,City_2,93,Decorations,5, $85.88 , $429.38 ,Credit Card,FALSE,0, $429.38 ,TRUE,Christmas Market,5,FALSE
4899,21-11-2020,227,18,Other,City_8,39,Electronics,5, $78.04 , $390.21 ,Credit Card,TRUE,0, $390.21 ,FALSE,None,4,TRUE
4900,08-12-2019,278,42,Other,City_2,99,Electronics,1, $41.14 , $41.14 ,Cash,FALSE,0, $41.14 ,TRUE,Christmas Market,2,TRUE
4901,11-12-2018,160,36,Female,City_16,914,Toys,5, $47.95 , $239.77 ,Credit Card,TRUE,0, $239.77 ,TRUE,Christmas Market,1,FALSE
4902,11-12-2019,140,52,Female,City_19,181,Toys,1, $35.11 , $35.11 ,Debit Card,FALSE,0, $35.11 ,TRUE,None,3,TRUE
4903,30-11-2020,137,53,Other,City_2,793,Toys,5, $20.98 , $104.90 ,Debit Card,TRUE,0, $104.90 ,TRUE,None,4,FALSE
4904,26-12-2023,425,50,Male,City_20,571,Toys,1, $38.61 , $38.61 ,Cash,FALSE,0, $38.61 ,TRUE,None,1,FALSE
4905,18-12-2021,98,64,Female,City_10,100,Clothing,1, $37.90 , $37.90 ,Cash,FALSE,0, $37.90 ,FALSE,Christmas Market,2,FALSE
4906,06-12-2020,264,61,Female,City_1,103,Clothing,4, $78.59 , $314.38 ,Cash,FALSE,0, $314.38 ,FALSE,Christmas Market,1,TRUE
4907,02-11-2020,72,51,Female,City_10,553,Electronics,3, $61.43 , $184.28 ,Cash,TRUE,0, $184.28 ,TRUE,Christmas Market,2,FALSE
4908,15-11-2023,105,47,Other,City_1,225,Electronics,4, $85.47 , $341.87 ,Debit Card,FALSE,0, $341.87 ,TRUE,Christmas Market,2,FALSE
4909,29-11-2023,300,44,Other,City_20,933,Decorations,1, $97.47 , $97.47 ,Online Payment,FALSE,9.747473322, $87.73 ,TRUE,Black Friday,5,TRUE
4910,22-12-2020,221,51,Other,City_9,906,Toys,1, $28.66 , $28.66 ,Online Payment,FALSE,2.86570155, $25.79 ,TRUE,Black Friday,5,FALSE
4911,17-11-2021,2,33,Male,City_19,367,Decorations,4, $98.20 , $392.82 ,Debit Card,TRUE,0, $392.82 ,TRUE,Christmas Market,2,TRUE
4912,14-12-2021,108,56,Male,City_9,498,Electronics,5, $66.46 , $332.32 ,Cash,FALSE,33.23247896, $299.09 ,TRUE,Black Friday,3,TRUE
4913,17-11-2022,17,27,Female,City_17,928,Clothing,2, $89.69 , $179.37 ,Online Payment,TRUE,0, $179.37 ,TRUE,Christmas Market,2,TRUE
4914,14-12-2018,212,23,Female,City_20,155,Clothing,5, $98.47 , $492.37 ,Credit Card,FALSE,0, $492.37 ,TRUE,None,1,TRUE
4915,30-11-2019,293,32,Female,City_10,407,Decorations,5, $42.65 , $213.23 ,Online Payment,FALSE,21.32337479, $191.91 ,FALSE,Black Friday,1,FALSE
4916,04-12-2018,377,42,Female,City_12,852,Clothing,1, $14.24 , $14.24 ,Debit Card,TRUE,0, $14.24 ,TRUE,None,1,FALSE
4917,25-12-2022,141,43,Other,City_13,729,Decorations,5, $21.53 , $107.65 ,Debit Card,FALSE,10.76504799, $96.89 ,TRUE,Black Friday,4,FALSE
4918,15-12-2018,43,49,Other,City_7,147,Decorations,2, $78.08 , $156.15 ,Debit Card,TRUE,0, $156.15 ,TRUE,None,3,FALSE
4919,28-12-2019,257,27,Male,City_14,823,Food,1, $85.42 , $85.42 ,Cash,FALSE,8.541542923, $76.87 ,TRUE,Black Friday,3,FALSE
4920,29-11-2023,36,30,Male,City_16,459,Clothing,2, $15.98 , $31.96 ,Online Payment,TRUE,3.196485728, $28.77 ,FALSE,Black Friday,1,FALSE
4921,02-11-2023,98,65,Male,City_1,220,Toys,5, $29.35 , $146.77 ,Online Payment,FALSE,0, $146.77 ,TRUE,Christmas Market,1,FALSE
4922,21-12-2022,463,24,Other,City_2,503,Decorations,4, $16.02 , $64.07 ,Cash,FALSE,0, $64.07 ,TRUE,Christmas Market,2,FALSE
4923,24-11-2023,158,37,Female,City_3,325,Toys,2, $83.66 , $167.32 ,Debit Card,TRUE,16.7315768, $150.58 ,TRUE,Black Friday,3,FALSE
4924,09-12-2021,204,52,Female,City_14,161,Toys,4, $52.34 , $209.37 ,Cash,FALSE,0, $209.37 ,FALSE,Christmas Market,1,TRUE
4925,04-11-2023,226,21,Other,City_17,511,Toys,2, $42.90 , $85.79 ,Online Payment,FALSE,0, $85.79 ,FALSE,None,4,TRUE
4926,15-11-2018,135,59,Female,City_15,987,Electronics,1, $25.94 , $25.94 ,Credit Card,TRUE,0, $25.94 ,TRUE,None,4,FALSE
4927,31-12-2019,387,41,Other,City_20,568,Decorations,5, $41.22 , $206.10 ,Credit Card,TRUE,0, $206.10 ,FALSE,None,3,TRUE
4928,27-11-2019,460,29,Male,City_1,654,Electronics,4, $68.13 , $272.52 ,Online Payment,TRUE,27.25203746, $245.27 ,FALSE,Black Friday,4,TRUE
4929,23-11-2021,429,23,Female,City_1,360,Decorations,4, $92.35 , $369.38 ,Online Payment,TRUE,36.93826123, $332.44 ,TRUE,Black Friday,3,FALSE
4930,15-12-2021,226,70,Other,City_1,291,Decorations,2, $73.59 , $147.19 ,Debit Card,TRUE,0, $147.19 ,FALSE,Christmas Market,5,TRUE
4931,01-12-2021,278,63,Other,City_15,513,Decorations,2, $51.56 , $103.12 ,Online Payment,TRUE,0, $103.12 ,TRUE,None,2,FALSE
